,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
0,ak,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,71.369863,2.3692913,364.0,state,fb-survey
1,al,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,63.9129632,1.0604262,2051.0643,state,fb-survey
2,ar,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,67.1865118,1.2364701,1442.0066,state,fb-survey
3,az,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,73.1925393,0.8452434,2746.3695,state,fb-survey
4,ca,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,78.3659838,0.3686171,12477.1061,state,fb-survey
5,co,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,79.3783645,0.7956162,2585.9374,state,fb-survey
6,ct,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,79.9440773,0.9030727,1966.0,state,fb-survey
7,dc,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,85.9195402,2.6444255,173.0,state,fb-survey
8,de,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,74.8037677,1.721476,636.0,state,fb-survey
9,fl,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,69.9443531,0.4989299,8445.0002,state,fb-survey
10,ga,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,64.3983084,0.8413377,3238.9511,state,fb-survey
11,hi,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,78.4042553,1.9000608,469.0,state,fb-survey
12,ia,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,74.8064877,1.0235906,1798.7689,state,fb-survey
13,id,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,68.5810573,1.5090183,946.2518,state,fb-survey
14,il,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,74.3363669,0.5890035,5499.0007,state,fb-survey
15,in,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,68.459295,0.8352599,3094.9996,state,fb-survey
16,ks,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,74.1042856,1.1299417,1503.0006,state,fb-survey
17,ky,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,70.0012893,0.9984798,2106.3479,state,fb-survey
18,la,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,63.9734956,1.0642144,2034.9977,state,fb-survey
19,ma,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,83.417147,0.7318036,2583.0065,state,fb-survey
20,md,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,79.4255027,0.8738519,2139.9986,state,fb-survey
21,me,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,80.3810505,1.2750548,970.0,state,fb-survey
22,mi,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,74.3826609,0.5949075,5384.0226,state,fb-survey
23,mn,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,80.3293441,0.8599524,2136.7035,state,fb-survey
24,mo,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,69.5901069,0.9158295,2523.0924,state,fb-survey
25,ms,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,60.7184147,1.345056,1318.3439,state,fb-survey
26,mt,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,69.6470565,1.7998981,652.5409,state,fb-survey
27,nc,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,69.9280485,0.6483871,5002.0062,state,fb-survey
28,nd,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,69.7663153,2.4705292,345.5866,state,fb-survey
29,ne,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,77.6880337,1.3595145,937.8303,state,fb-survey
30,nh,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,79.8098434,1.3432979,893.0,state,fb-survey
31,nj,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,76.3537886,0.7698945,3045.9989,state,fb-survey
32,nm,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,78.3311688,1.3418819,942.6305,state,fb-survey
33,nv,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,70.9208452,1.4157693,1028.8941,state,fb-survey
34,ny,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,75.8361828,0.5219664,6726.0013,state,fb-survey
35,oh,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,70.5478222,0.6011797,5749.0023,state,fb-survey
36,ok,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,68.854063,1.0050435,2123.0549,state,fb-survey
37,or,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,77.4121764,0.9069436,2125.8034,state,fb-survey
38,pa,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,74.2032095,0.5565444,6180.0034,state,fb-survey
39,ri,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,81.2739131,1.7026373,524.9935,state,fb-survey
40,sc,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,65.957807,0.8812877,2891.0017,state,fb-survey
41,sd,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,71.0480203,2.1001116,466.386,state,fb-survey
42,tn,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,68.0243749,0.8219347,3219.6526,state,fb-survey
43,tx,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,71.0472982,0.4605969,9696.047,state,fb-survey
44,ut,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,74.6103644,1.1854472,1348.004,state,fb-survey
45,va,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,75.7329128,0.6903568,3856.1609,state,fb-survey
46,vt,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,82.8090011,1.7905952,444.0009,state,fb-survey
47,wa,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,81.2250793,0.6599928,3500.9823,state,fb-survey
48,wi,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,77.7968572,0.8165008,2590.9754,state,fb-survey
49,wv,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,67.5993482,1.3333436,1232.0039,state,fb-survey
50,wy,smoothed_accept_covid_vaccine,2021-01-01,2021-01-06,5,60.9251961,2.6737635,333.0027,state,fb-survey
0,ak,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,69.4105691,2.0794944,491.0,state,fb-survey
1,al,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,64.3246961,0.9176641,2725.0718,state,fb-survey
2,ar,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,67.7964804,1.0471756,1991.0009,state,fb-survey
3,az,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,73.5932609,0.7218412,3729.6617,state,fb-survey
4,ca,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,78.4676048,0.3153968,16985.1061,state,fb-survey
5,co,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,79.677135,0.6869941,3430.9359,state,fb-survey
6,ct,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,80.4225879,0.7674802,2673.0,state,fb-survey
7,dc,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,87.037037,2.1592181,242.0,state,fb-survey
8,de,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,75.5568581,1.4722978,852.0,state,fb-survey
9,fl,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,70.3786099,0.4264743,11462.0005,state,fb-survey
10,ga,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,64.1042022,0.7262318,4362.9434,state,fb-survey
11,hi,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,77.9647436,1.6605967,623.0,state,fb-survey
12,ia,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,74.7529066,0.884437,2412.7131,state,fb-survey
13,id,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,69.8639802,1.2863484,1272.3951,state,fb-survey
14,il,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,74.310388,0.5056272,7467.0003,state,fb-survey
15,in,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,68.5291845,0.7200209,4159.9999,state,fb-survey
16,ks,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,73.1369977,0.9894407,2006.837,state,fb-survey
17,ky,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,69.708364,0.8685591,2799.0386,state,fb-survey
18,la,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,64.20957,0.9193459,2718.9975,state,fb-survey
19,ma,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,83.2253219,0.6271932,3549.0085,state,fb-survey
20,md,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,79.6443389,0.7483347,2894.9983,state,fb-survey
21,me,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,79.870624,1.1065635,1313.0,state,fb-survey
22,mi,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,74.3691904,0.5141375,7211.0219,state,fb-survey
23,mn,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,80.5442875,0.7365554,2888.4912,state,fb-survey
24,mo,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,69.7594355,0.7891918,3387.0978,state,fb-survey
25,ms,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,59.9912449,1.1596841,1784.6929,state,fb-survey
26,mt,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,70.8257685,1.537353,874.2659,state,fb-survey
27,nc,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,69.8956999,0.5559828,6807.0088,state,fb-survey
28,nd,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,69.9367185,2.1291905,463.7806,state,fb-survey
29,ne,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,76.4314619,1.1813602,1290.7441,state,fb-survey
30,nh,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,79.4358136,1.1561877,1222.0,state,fb-survey
31,nj,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,76.4062474,0.6583678,4158.9987,state,fb-survey
32,nm,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,78.1103599,1.142743,1309.3331,state,fb-survey
33,nv,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,72.0713927,1.1956969,1407.8941,state,fb-survey
34,ny,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,75.8457509,0.4464341,9192.002,state,fb-survey
35,oh,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,70.202404,0.5210171,7706.0036,state,fb-survey
36,ok,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,68.6477756,0.869641,2845.8685,state,fb-survey
37,or,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,77.4509237,0.7776666,2887.8088,state,fb-survey
38,pa,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,73.9915,0.4835873,8229.0048,state,fb-survey
39,ri,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,81.5754704,1.4358754,728.9915,state,fb-survey
40,sc,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,65.7800795,0.7570086,3928.0027,state,fb-survey
41,sd,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,71.5543614,1.7904614,634.9242,state,fb-survey
42,tn,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,67.7027741,0.7083438,4357.9623,state,fb-survey
43,tx,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,71.3212661,0.3953344,13087.2943,state,fb-survey
44,ut,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,75.541372,1.000711,1845.0136,state,fb-survey
45,va,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,75.4057605,0.598152,5183.4002,state,fb-survey
46,vt,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,83.4420743,1.5025168,612.0013,state,fb-survey
47,wa,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,80.9541983,0.5680126,4778.8429,state,fb-survey
48,wi,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,77.6701674,0.7076933,3462.9767,state,fb-survey
49,wv,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,68.1314472,1.1467473,1651.1042,state,fb-survey
50,wy,smoothed_accept_covid_vaccine,2021-01-02,2021-01-07,5,59.7597811,2.286449,459.9878,state,fb-survey
0,ak,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,70.4258675,1.8139289,633.0,state,fb-survey
1,al,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,63.684007,0.811255,3514.0954,state,fb-survey
2,ar,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,67.8573854,0.9279433,2533.0017,state,fb-survey
3,az,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,73.8479836,0.6346667,4794.6,state,fb-survey
4,ca,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,78.7499193,0.2780003,21653.1093,state,fb-survey
5,co,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,79.1608203,0.6145544,4367.8759,state,fb-survey
6,ct,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,80.4492754,0.6752987,3449.0,state,fb-survey
7,dc,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,87.9310345,1.8268065,318.0,state,fb-survey
8,de,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,75.023084,1.3159919,1082.0,state,fb-survey
9,fl,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,70.4475476,0.3774634,14612.0008,state,fb-survey
10,ga,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,64.3115502,0.6428473,5553.937,state,fb-survey
11,hi,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,77.0782396,1.4705468,817.0,state,fb-survey
12,ia,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,75.2735078,0.7746925,3101.3159,state,fb-survey
13,id,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,68.7000617,1.1505438,1624.4048,state,fb-survey
14,il,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,74.9895847,0.4419801,9600.9997,state,fb-survey
15,in,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,69.1395987,0.6311076,5357.0,state,fb-survey
16,ks,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,72.9521085,0.8762547,2569.8662,state,fb-survey
17,ky,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,69.4076853,0.7748692,3536.4136,state,fb-survey
18,la,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,64.2109869,0.8062783,3534.9972,state,fb-survey
19,ma,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,82.8199626,0.5575561,4577.011,state,fb-survey
20,md,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,79.414933,0.6639839,3707.9974,state,fb-survey
21,me,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,78.5288862,1.0024115,1678.0,state,fb-survey
22,mi,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,74.1636862,0.4533003,9325.0208,state,fb-survey
23,mn,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,79.9872581,0.65887,3687.4651,state,fb-survey
24,mo,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,70.1049286,0.69362,4356.1714,state,fb-survey
25,ms,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,60.274376,1.0194781,2303.8154,state,fb-survey
26,mt,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,70.1711849,1.3650784,1123.2582,state,fb-survey
27,nc,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,70.2477851,0.4896853,8716.0105,state,fb-survey
28,nd,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,69.5848433,1.8784785,599.7804,state,fb-survey
29,ne,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,75.823347,1.0589766,1634.6561,state,fb-survey
30,nh,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,79.8916507,1.0121989,1568.0,state,fb-survey
31,nj,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,76.6792132,0.5800958,5313.9982,state,fb-survey
32,nm,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,77.5559991,1.0294669,1642.4454,state,fb-survey
33,nv,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,72.3176191,1.0578688,1788.8912,state,fb-survey
34,ny,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,75.8248788,0.3953468,11728.0022,state,fb-survey
35,oh,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,69.8468598,0.463724,9794.0047,state,fb-survey
36,ok,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,68.833962,0.7661622,3654.6254,state,fb-survey
37,or,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,77.1456105,0.6962737,3636.8119,state,fb-survey
38,pa,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,73.5800051,0.4286505,10580.0066,state,fb-survey
39,ri,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,80.4509276,1.2846495,952.989,state,fb-survey
40,sc,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,65.578164,0.6715078,5006.0037,state,fb-survey
41,sd,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,71.6100618,1.5742957,820.2871,state,fb-survey
42,tn,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,67.7105956,0.6289697,5526.5891,state,fb-survey
43,tx,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,71.1920986,0.3497646,16764.5475,state,fb-survey
44,ut,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,75.5662381,0.8886594,2338.016,state,fb-survey
45,va,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,74.8416687,0.5315678,6663.5843,state,fb-survey
46,vt,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,82.9097763,1.342657,786.0014,state,fb-survey
47,wa,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,80.8190715,0.5080059,6006.8395,state,fb-survey
48,wi,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,77.0205274,0.6304462,4452.9769,state,fb-survey
49,wv,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,68.7079126,1.0079684,2116.1547,state,fb-survey
50,wy,smoothed_accept_covid_vaccine,2021-01-03,2021-01-08,5,59.07063,2.0558674,572.0269,state,fb-survey
0,ak,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,71.3299875,1.6028522,796.0,state,fb-survey
1,al,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,63.4462431,0.7361932,4279.1182,state,fb-survey
2,ar,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,67.7033929,0.8483784,3038.0022,state,fb-survey
3,az,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,73.939252,0.5763891,5800.0315,state,fb-survey
4,ca,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,78.7347206,0.2531174,26133.2379,state,fb-survey
5,co,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,79.0263209,0.5644204,5202.8457,state,fb-survey
6,ct,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,80.5535586,0.6127598,4172.0,state,fb-survey
7,dc,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,88.4517766,1.6121839,393.0,state,fb-survey
8,de,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,74.7667185,1.2116842,1285.0,state,fb-survey
9,fl,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,70.2689722,0.3435969,17696.0014,state,fb-survey
10,ga,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,64.4249612,0.5862796,6667.915,state,fb-survey
11,hi,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,77.1414343,1.3259217,1003.0,state,fb-survey
12,ia,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,74.9596544,0.7064229,3761.3035,state,fb-survey
13,id,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,68.6377779,1.0430194,1978.7242,state,fb-survey
14,il,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,75.0708849,0.401419,11614.0212,state,fb-survey
15,in,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,68.9781568,0.5778225,6409.0008,state,fb-survey
16,ks,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,72.8845672,0.8059025,3042.8961,state,fb-survey
17,ky,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,69.343175,0.7097997,4219.4837,state,fb-survey
18,la,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,63.709878,0.7361857,4265.9964,state,fb-survey
19,ma,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,82.649485,0.5114069,5483.013,state,fb-survey
20,md,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,79.5663843,0.6044461,4449.9969,state,fb-survey
21,me,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,78.4057256,0.9143883,2025.0,state,fb-survey
22,mi,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,73.9109938,0.4149103,11201.0369,state,fb-survey
23,mn,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,79.9573539,0.6034584,4400.6698,state,fb-survey
24,mo,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,70.0475637,0.6334278,5229.1485,state,fb-survey
25,ms,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,60.1734102,0.9246633,2802.9187,state,fb-survey
26,mt,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,69.4225405,1.2401391,1380.2606,state,fb-survey
27,nc,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,70.2071483,0.4479068,10426.0106,state,fb-survey
28,nd,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,70.4352367,1.698408,721.9055,state,fb-survey
29,ne,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,76.1245306,0.9661779,1946.9839,state,fb-survey
30,nh,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,80.1124197,0.9237804,1867.0,state,fb-survey
31,nj,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,76.7020296,0.5319562,6314.9978,state,fb-survey
32,nm,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,77.1941377,0.9477513,1959.9366,state,fb-survey
33,nv,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,71.9931295,0.9675622,2153.7627,state,fb-survey
34,ny,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,75.585107,0.3617856,14099.0024,state,fb-survey
35,oh,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,69.7046023,0.4246229,11712.0055,state,fb-survey
36,ok,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,69.1754897,0.6967262,4392.6247,state,fb-survey
37,or,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,76.7800589,0.6407951,4341.8142,state,fb-survey
38,pa,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,73.3613351,0.3916869,12738.0078,state,fb-survey
39,ri,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,80.6411952,1.1556143,1168.987,state,fb-survey
40,sc,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,65.8719475,0.6090732,6060.0051,state,fb-survey
41,sd,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,72.1103618,1.4148976,1004.5939,state,fb-survey
42,tn,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,67.7331714,0.5742098,6628.5192,state,fb-survey
43,tx,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,71.172889,0.3182784,20253.5552,state,fb-survey
44,ut,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,75.6810443,0.8064166,2830.1742,state,fb-survey
45,va,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,74.9913694,0.4834648,8023.6413,state,fb-survey
46,vt,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,83.1750899,1.2156196,947.0015,state,fb-survey
47,wa,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,80.6528281,0.4640324,7246.7022,state,fb-survey
48,wi,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,76.5768135,0.5769247,5388.9605,state,fb-survey
49,wv,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,68.4771243,0.9164439,2570.1566,state,fb-survey
50,wy,smoothed_accept_covid_vaccine,2021-01-04,2021-01-09,5,58.4246988,1.8986753,673.7992,state,fb-survey
0,ak,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,70.7667732,1.4850862,938.0,state,fb-survey
1,al,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,63.5702652,0.6791323,5021.1277,state,fb-survey
2,ar,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,67.2536476,0.7888913,3538.706,state,fb-survey
3,az,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,74.0464558,0.5310584,6814.2241,state,fb-survey
4,ca,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,78.8697158,0.2333087,30616.3695,state,fb-survey
5,co,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,79.0293604,0.5218453,6085.7843,state,fb-survey
6,ct,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,80.984317,0.5637798,4845.0,state,fb-survey
7,dc,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,88.7554585,1.4777818,457.0,state,fb-survey
8,de,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,75.8881579,1.0975475,1519.0,state,fb-survey
9,fl,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,70.4101836,0.3172745,20697.0017,state,fb-survey
10,ga,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,64.2932442,0.5494643,7603.9054,state,fb-survey
11,hi,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,77.3270709,1.2241275,1170.0,state,fb-survey
12,ia,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,75.0850677,0.6557722,4350.1806,state,fb-survey
13,id,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,68.2718944,0.9685919,2308.8965,state,fb-survey
14,il,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,75.2585528,0.369663,13626.0214,state,fb-survey
15,in,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,68.6180868,0.5380602,7438.0012,state,fb-survey
16,ks,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,73.148241,0.7431063,3556.9252,state,fb-survey
17,ky,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,69.4425699,0.6548812,4947.8612,state,fb-survey
18,la,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,63.4321789,0.6818388,4989.3657,state,fb-survey
19,ma,smoothed_accept_covid_vaccine,2021-01-05,2021-01-10,5,82.777572,0.4702449,6447.0165,state,fb-survey
